IMG/center_2024_01_18_21_06_24_982.jpg,IMG/left_2024_01_18_21_06_24_982.jpg,IMG/right_2024_01_18_21_06_24_982.jpg,0,0,0,5.504893
IMG/center_2024_01_18_21_06_25_032.jpg,IMG/left_2024_01_18_21_06_25_032.jpg,IMG/right_2024_01_18_21_06_25_032.jpg,0,0,0,5.471684
IMG/center_2024_01_18_21_06_25_118.jpg,IMG/left_2024_01_18_21_06_25_118.jpg,IMG/right_2024_01_18_21_06_25_118.jpg,0,0,0,5.427719
IMG/center_2024_01_18_21_06_25_201.jpg,IMG/left_2024_01_18_21_06_25_201.jpg,IMG/right_2024_01_18_21_06_25_201.jpg,0,0,0,5.373356
IMG/center_2024_01_18_21_06_25_304.jpg,IMG/left_2024_01_18_21_06_25_304.jpg,IMG/right_2024_01_18_21_06_25_304.jpg,0,0.1150682,0,5.380925
IMG/center_2024_01_18_21_06_25_373.jpg,IMG/left_2024_01_18_21_06_25_373.jpg,IMG/right_2024_01_18_21_06_25_373.jpg,-0.06015037,0.390054,0,5.634738
IMG/center_2024_01_18_21_06_25_447.jpg,IMG/left_2024_01_18_21_06_25_447.jpg,IMG/right_2024_01_18_21_06_25_447.jpg,-0.112782,0.613776,0,6.110304
IMG/center_2024_01_18_21_06_25_534.jpg,IMG/left_2024_01_18_21_06_25_534.jpg,IMG/right_2024_01_18_21_06_25_534.jpg,-0.1353384,0.8772869,0,6.83161
IMG/center_2024_01_18_21_06_25_619.jpg,IMG/left_2024_01_18_21_06_25_619.jpg,IMG/right_2024_01_18_21_06_25_619.jpg,-0.1353384,1,0,7.731857
IMG/center_2024_01_18_21_06_25_701.jpg,IMG/left_2024_01_18_21_06_25_701.jpg,IMG/right_2024_01_18_21_06_25_701.jpg,-0.1578947,1,0,8.858023
IMG/center_2024_01_18_21_06_25_785.jpg,IMG/left_2024_01_18_21_06_25_785.jpg,IMG/right_2024_01_18_21_06_25_785.jpg,-0.2105263,1,0,9.74776
IMG/center_2024_01_18_21_06_25_860.jpg,IMG/left_2024_01_18_21_06_25_860.jpg,IMG/right_2024_01_18_21_06_25_860.jpg,-0.2255639,1,0,10.41086
IMG/center_2024_01_18_21_06_25_938.jpg,IMG/left_2024_01_18_21_06_25_938.jpg,IMG/right_2024_01_18_21_06_25_938.jpg,-0.2255639,1,0,11.29095
IMG/center_2024_01_18_21_06_26_019.jpg,IMG/left_2024_01_18_21_06_26_019.jpg,IMG/right_2024_01_18_21_06_26_019.jpg,-0.2255639,1,0,11.92112
IMG/center_2024_01_18_21_06_26_105.jpg,IMG/left_2024_01_18_21_06_26_105.jpg,IMG/right_2024_01_18_21_06_26_105.jpg,-0.2255639,1,0,13.23559
IMG/center_2024_01_18_21_06_26_185.jpg,IMG/left_2024_01_18_21_06_26_185.jpg,IMG/right_2024_01_18_21_06_26_185.jpg,-0.2255639,1,0,14.01489
IMG/center_2024_01_18_21_06_26_271.jpg,IMG/left_2024_01_18_21_06_26_271.jpg,IMG/right_2024_01_18_21_06_26_271.jpg,-0.2255639,1,0,14.87832
IMG/center_2024_01_18_21_06_26_351.jpg,IMG/left_2024_01_18_21_06_26_351.jpg,IMG/right_2024_01_18_21_06_26_351.jpg,-0.2255639,1,0,15.72167
IMG/center_2024_01_18_21_06_26_433.jpg,IMG/left_2024_01_18_21_06_26_433.jpg,IMG/right_2024_01_18_21_06_26_433.jpg,-0.2255639,1,0,16.56159
IMG/center_2024_01_18_21_06_26_515.jpg,IMG/left_2024_01_18_21_06_26_515.jpg,IMG/right_2024_01_18_21_06_26_515.jpg,0,1,0,17.39702
IMG/center_2024_01_18_21_06_26_600.jpg,IMG/left_2024_01_18_21_06_26_600.jpg,IMG/right_2024_01_18_21_06_26_600.jpg,0,1,0,18.21142
IMG/center_2024_01_18_21_06_26_682.jpg,IMG/left_2024_01_18_21_06_26_682.jpg,IMG/right_2024_01_18_21_06_26_682.jpg,0,1,0,19.38132
IMG/center_2024_01_18_21_06_26_761.jpg,IMG/left_2024_01_18_21_06_26_761.jpg,IMG/right_2024_01_18_21_06_26_761.jpg,0,1,0,20.18472
